,Tweet,clean tweets,emotion
678,I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot,hate im singing idiot thinks join likethis fcking glee meanrikonabot,0
679,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,makes fucking irate jesus nobody calling ppl like hajime abusive stop strawmen lmao,0
680,It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice,week awful connectivity tmobile service 4g im paying unhappy poorservice,0
681,People often grudge others what they cannot enjoy themselves.,people often grudge others cannot enjoy,0
682,"Yeah I'm hot nigga, they say im burning uhhhhh",yeah im hot nigga say im burning uhhhhh,0
683,"They want as police state, they are fearful imbeciles..@interpretingall @mikefar1974 @MetalMilitia74 @Cmvazquez103",want police state fearful imbecilesinterpretingall mikefar1974 metalmilitia74 cmvazquez103,0
684,@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned,americanair irate checkin system tried checkin day wouldnt let seat assigned,0
685,@LacesUntied_ yea lol catchy you fret,lacesuntied yea lol catchy fret,0
686,@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible,surfacesuppo profoundly disappointing experience 2 pay almost 500 2 remedy defect n product microsoft sold terrible,0
687,"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming",btuk tracking show equipment delivered wasnt service suddenly delayed weve already 3 weeks fuming,0
688,"@FluDino Event started! everyone is getting ready to travel to the lake of rage, where everything glows",fludino event staed everyone getting ready travel lake rage everything glows,0
689,Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off #fuming #NoWorkForMe,losing 2 live virginmedia business bb gone hold 23 minutes amp whoever picked cut fuming noworkforme,0
690,@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,washingtonposttrumps fear amp anger similar hitler preached come power germany wake america,0
691,$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.,srpt would etep patients amp moms advocate drug work anyone listen etep mds adcomm elated,0
692,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ,emmahobbs1 3 days later order isnt even postcode,0
693,PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization,pm nawaz sharif adressed uno produced mih among kashmires well done pak wel done nawaz want demilterization,0
694,Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.,turns wasnt even anything concerned im happy bit frustrated took long get answer,0
695,@jbiggy13 @ToneCapone111 ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks,jbiggy13 tonecapone111 ya confident offense good 20 yearsour sucks,0
696,"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-",lensna gives frustrated growl stepping closer putting gun barrier alarms nothing happened,0
697,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate ,thanks ripping luthansa €400 enough one way flight man frk €30 bag free gate,0
698,"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",yoshionochin please canadian players play us players lag atrocious fixthisgame trash sfvrefund,0
699,It's so funny cause Cooper's going to go farther than the people who bully her,funny cause coopers going go faher people bully,0
700,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... ",gahhbt queue 30 minutes put bt spo dept cancel back queue,0
701,@Remedy0_ switch host no bullet rage.,remedy0 switch host bullet rage,0
702,@RoseTintMyWorId fucking hell mate absolute nightmare 😓,rosetintmyworid fucking hell mate absolute nightmare 😓,0
703,@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading ,southernrailuk delays streatham cmn clap junc amp train took 20 mins 9 mins journey missed 2 trains reading,0
704,"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n#NoteToSelf #offended #mad #upset",note self stop laughing things offend ok get mad people nnotetoself offended mad upset,0
705,"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one ",btuk appointment booked 16 today waited day nobody showed also requested call back never got one,0
706,"Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.",donating trump puts damper exciting cubs season really bad look ricketts family,0
707,@Cass_Pennant @frankbrunoboxer @WestHamUtd @davidgold @MaccaFrank @JonjoHeuerman @WestHamMagazine @CasualMind_ @karren_brady it's an insult.,casspennant frankbrunoboxer westhamutd davidgold maccafrank jonjoheuerman westhammagazine casualmind karrenbrady insult,0
708,being bitter only hurts yourself lmaooo,bitter hus lmaooo,0
709,"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",easy fall asleep class hard bed true sober whileyouweresleeping insomnia teamfollowback rocktheretweet,0
710,@LdhranOusby @RobHarris inclined to think that 'documentary' did him more harm than good. If not I despair of people's critical faculties.,ldhranousby robharris inclined think documentary harm good despair peoples critical faculties,0
711,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,nhlexpepicks usahockey usa embarrassing watch last time guys game joke,0
712,I can already tell this programme is going to infuriate me #ExtremeWorld,already tell programme going infuriate extremeworld,0
713,@SunandBeachBum 'you people' infuriate me!,sunandbeachbum people infuriate,0
714,whats with these boxes when i search google on chrome #horrible #distracting,whats boxes search google chrome horrible distracting,0
715,10 minutes with an incense and all I get is 2 Rattatas. 😂#PokemonGO,10 minutes incense get 2 rattatas 😂pokemongo,0
716,"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",orribleives didnt say anything bad situation great mate cant believe makes despair humanity,0
717,@virginmedia I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔 ,virginmedia ive disconnected whilst holiday 😤 dont move house 1st october 🤔,0
718,@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,dailymirror love theres outrage white man black man blm would regardless reason,0
719,@josephperson Cam is still rattled from the backlash he received when he made the black QB comment and suffered the wrath of White America.,josephperson cam still rattled backlash received made black qb comment suffered wrath white america,0
720,"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.",sounds like donald trump spent today making extra extra sure hed get frightened white conservative racist votes,0
721,@MJPWGaming exactly not some flaming reject from fast and furious,mjpwgaming exactly flaming reject fast furious,0
722,@joey_coops yes Hun! Avoid at all costs!! #nightmare,joeycoops yes hun avoid costs nightmare,0
723,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare,anyone else find microsoft anniversary windows 10 update 1607 complete nightmare,0
724,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible,rocksnropes cant believe rude cashier today returning item customer service slacking terrible,0
725,"Take heart amid the deepening gloom that your dog is finally getting enough cheese. ― National Lampoon, 'Deteriorada'",take hea amid deepening gloom dog finally getting enough cheese ― national lampoon deteriorada,0
726,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,watched tna first time long time hell happened hardyboys impactonpop wwe terrible,0
727,"@EE whats with the 50p a minute charge to 150, insult to injury",ee whats 50p minute charge 150 insult injury,0
728,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,unruly kids 8am morning nothanks ripping flower beds roots parents watch shocking,0
729, I can't guess if you holding a grudge against the best',cant guess holding grudge best,0
730,@MariamVeiszadeh #depressing it's so freaking close !,mariamveiszadeh depressing freaking close,0
731,"@Curculiunculus @System1Politics Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible.",curculiunculus system1politics yep pointed politics loathing thats big candidates horrible,0
732,"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen",spend £10 shimmy £1 drinks ill raging know gonna happen,0
733,RE: #politicallycorrect #BS   What if I am #offended by your assumption the USA should change because you are a 'visitor' &amp; don't like it?,politicallycorrect bs offended assumption usa change visitor amp dont like,0
734,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ,another l board cannot match paper teams moment showing field onto denver,0
735,"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight  #quote",envy ice least give warmth melts taylorlautner twilight quote,0
736,@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 ,maggyvaneijk old age hope rest us destined become deatheaters 50,0
737,@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,raveenelexiis fought racist girl stayed gavc get kicked call bs,0
738,@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious,delta correction 26 ppl checked standing gate amp flt 1449 took without us furious,0
739,"Rojo is just terrible, how is he in our team 😂😂",rojo terrible team 😂😂,0
740,"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",pretty clear cant stand hillaryclinton tolerance habitual liars trump fan either whats citizen despair,0
741,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,blame whole season natalie season would different turned back alliance pissed bitter,0
742,I don't think it's fully sunk in that Val is gone yet,dont think fully sunk val gone yet,0
743,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,cant wait ninja tule costume raging osu halloween 😈,0
744,@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing ,unhumanrights undppakistan wat irony pakistan lecturing world curbing,0
745,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats ,shoutout drunk man bus pissed bottle seats,0
746,@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey,thebarmyarmy looking forward div 2 next year andybarmyarmy revenge leictershireaway therey,0
747,"I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.",hate lawn mower soul id condemn fiery pits hell,0
748,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest ,headed mdw w layover slc got food wrong move bailed food amp barely made southwestair wannagetaway contest,0
749,Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,someone wake therealkiss make 2016 remix why❗️bw terrencecrutcher election2016 colinkapernick terrorism riots 2much,0
750,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly,unbelievable takes 10 minutes get barclaysuk theres fault call hangs fuming treatcustomersfairly,0
751,Manchester derby at home #revenge,manchester derby home revenge,0
752,"@JoyAnnReid I totally understood his point, but we need a better messenger and the laughter just pissed me off! 😡",joyannreid totally understood point need better messenger laughter pissed 😡,0
753,"sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?",sure ohio state terrible ohio awful etc etcnnthese feelings began toldeo war nnso maybe dont campaign,0
754,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). ,tedleitner jesseagler two ten times interesting paicular afternoon goofballs could say worse,0
755,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming",gbbo homely pure piece tv gold channel 4 attempt ta mary sue mel gone im 👋 fuming,0
756,@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean  #stoppickingonwomen,mariapetrova stopped smiled rudenot funnyit mean stoppickingonwomen,0
757,@60DaysInJail Dafron is hands down the biggest loser on the planet!!! Typical  #lifer,60daysinjail dafron hands biggest loser planet typical lifer,0
758,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",texans played horrible bad play calling bad protection ball bad coaching bad defense bad overall performance texans horrible,0
759,@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,avanquest unsubscribed 3 times spam emails still coming stop emails avanquest software terrible,0
760,Bayern Munich pitch is horrific,bayern munich pitch horrific,0
761,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,least dont guy trying discourage anymore want never become anything woh contributing society,0
762,"@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things.",griplikeavice wouldnt mind didnt know threaten job disagree puts damper things,0
763,What did y'all do to your app @NFLfantasy   It's horrible.  #horrible.  Worst except once ever,yall app nflfantasy horrible horrible worst except ever,0
764,@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run,tweetingacct amandacarpenter teamtrump pledge would never made petulant child postrump didnt threaten run,0
765,😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,😫 ughh want like nightmare get along,0
766,@addy_caylen I told her I wasn't fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao,addycaylen told wasnt fighting bc im trashy keeps tryna threaten lmfao,0
767,i resent biting my tongue.,resent biting tongue,0
768,"If you let a general tweet offend you, you definitely shouldn't be on twitter.",let general tweet offend definitely shouldnt twitter,0
769,Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!! #fume #instagram,instagram seriously so sht spent ages writing caption delete post fume instagram,0
770,@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service,comcast charge 150 extra sending someone cable service still doesnt work thats robbery cable horrible service,0
771,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. ,mikeburke91 ap guess heabreaking ease kill innocent man get away,0
772,@The_Boxing_Hub #klitschko @Klitschko over fury any day #boxing,theboxinghub klitschko klitschko fury day boxing,0
773,That's fucking horrific defending from Schalke,thats fucking horrific defending schalke,0
774,@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything',billburr directtv best apparently sit silent anger dont press say anything,0
775,the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage,1975 playing antichrist wont sundarakarma play hustle outrage,0
776,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,jccrocker charlotteprotest u wait 4 facts video u hate ask questions later protest policeshootings suggestions,0
777,First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,first coat pair sunglasses next itll limb lost,0
778,@RonBaker6694 I got a super speeder and lost my license for 6 months! 😩🔫,ronbaker6694 got super speeder lost license 6 months 😩🔫,0
779,"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.",iamsrk whats w gender bias indignant fancypants saddlers daughter opt leather jacket thank much,0
780,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? ,apocalypse hit gym nothing thought would benneveryone wearing vests contagious,0
781,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,goksfillyourhouseforfree retitled fill house old trash repainted shocking junk trash,0
782,Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,well flipping great flipping standstill freeway anxiety stepofftheledge youvegottobekiddingme,0
783,It's not a panic situation let's be honest. How shit are they. We just have Rooney up front 😂😂😂😂,panic situation lets honest shit rooney front 😂😂😂😂,0
784,13 hour @bus rides make me #angry #sorry,13 hour bus rides make angry sorry,0
785,So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,ive decided go talk mr smithrud creepy fucking guy since gave fucking anxiety attack morning,0
786,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.',repdelbene todays proceedings entire process insult constituents,0
787,@SSheil coincidentally watched Ulzana's Raid last night - brutally indignant filmmaking.,ssheil coincidentally watched ulzanas raid last night brutally indignant filmmaking,0
788,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,rocksnropes cant believe rude cashier today returning item customer service slacking,0
789,a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,good shoy much offer amp sad niggas dont even see right front face late,0
790,"In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.",intergroup relationships anger makes people think negative prejudiced terms outsiders,0
791,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",realmichaelkay annoys oiz tribute would oriole fans organization feel yanks awful,0
792,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",100 says teufel reassigned within organization next year wish sooner mets thirdbasecoach terrible lgm,0
793,"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",bryonygordon sat waiting bus today enveloped strawberry scented damp revolting cloud vape moved away disgusting urghh,0
794,@carlybigelow13 first you take the room now you wanna beat me up #bully,carlybigelow13 first take room wanna beat bully,0
795,Forever angry that gh ruined Molly and morgan's bond/friendship ,forever angry gh ruined molly morgans bondfriendship,0
796,@cazzrhughes its reflective of the current political debate #awful,cazzrhughes reflective current political debate awful,0
797,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter,coltonflurry strangefacesla cancelled cbs access live feeds jc even said vic afp paulshould imo bitter,0
798,@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol,thatant footballpollss hit lot irate villa fans lol,0
799,"i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest",hope comes back haunt maybe would know felt like lowest,0
800,@88Palouseriver @ABC @NRA I rejoice everything time some moron is taken out of the genetics pool.,88palouseriver abc nra rejoice everything time moron taken genetics pool,0
801,@iAmSJ I'm so mad for our clients I'm furious lmao,iamsj im mad clients im furious lmao,0
802,Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 ,joined pottermore soed hufflepuff 😡😡😡,0
803,"LGBTQ media should inform, inspire, entertain &amp;unite our community. It shouldn't give platform 2 those whose goal is 2 offend us 4 attention",lgbtq media inform inspire enteain ampunite community shouldnt give platform 2 whose goal 2 offend us 4 attention,0
804,#blackish always has me #rollin ,blackish always rollin,0
805,I swear if @devincameron23 blocks me I'm going to hit her back ,swear devincameron23 blocks im going hit back,0
806,@OzelleM man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing,ozellem man imagine ultra promoting carnival think u need chairperson serious cause hearing nothing,0
807,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,feel travel 700 miles pick form arrives post two days leave fume,0
808,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice",residentadvisor thanks getting back exemplary customer service loyal customer jk residentadvisor poorservice,0
809,"@huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. #fuming",huwellwell one chosen clp members mp seats people dole mates elect candidates fuming,0
810,@NaziaMemon01 yeah a terror packed terror supported speech..,naziamemon01 yeah terror packed terror suppoed speech,0
811,#burning the last of @Yan,burning last yan,0
812,How am I supposed to intimidate the freshman if half of them are taller than I am??,supposed intimidate freshman half taller,0
813,@JordySloan love that Jordy #revenge ⚽️,jordysloan love jordy revenge ⚽️,0
814,@ZachZaidman  shocking,zachzaidman shocking,0
815,@SalterUK second pair of scales I have bought that have stopped working after battery change. Is this an issue you are aware of?  #unhappy,salteruk second pair scales bought stopped working battery change issue aware unhappy,0
816,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,thomsoncares sam yes helpful need soing asap keep promising stuff doesnt happen,0
817,An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,absolutely dire first half cant recall shot target nnagainst accrington stanley,0
818,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry,verizonsuppo thanks saying wife getting iphones today losing eta thanks angry,0
819,revenge,revenge,0
820,"haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!",haww think nawaz spoken indian funding bla balochistan kulbhoshan yadhav india used ttp terror,0
821,"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .",anger willing take people amp world general amp police worst indefensible kind,0
822,Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't know why. #WorldCupOfHockey,sister canadian player something shady jonathan toews frowning doesnt know worldcupofhockey,0
823,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #fuming #pretendinghesok #ruok #AFLCatsSwans,get shot lingys face 14 time pretty sure would red hair fuming pretendinghesok ruok aflcatsswans,0
824,@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad,summarrose turehndebushra taazmania fxla summar one insult youre gone idc youre dad,0
825,My favorite insult I get is from straight white men and it's usually 'tall/fat lesbian' 😂 You intimidated bro?,favorite insult get straight white men usually tallfat lesbian 😂 intimidated bro,0
826,the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap 🤗,girl sitting front chewing gum like cow amp im ready snap 🤗,0
827,"@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--",sonofthedovah could sense anger stirring within took hand long stay together well safe,0
828,"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",americans whole pa feeling borderline despair least looking situation control,0
829,@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?,beargrylls next series u celebrity firefighting show chuck burning building voiceover,0
830,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF,lindseylouwho nice texans could hold onto ball give fuller hopkins chance awful tnf,0
831,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot #terror,varneycofoxbusiness talk latest chelsea bombing ahmadkhanrahamis trips afghanistanpakistan tcot terror,0
832,Time for some despair #SDR3 #despair #fuckthisanime,time despair sdr3 despair fuckthisanime,0
833,Why does #terrorism exist in the first place? #AskTrumpOneQuestion,terrorism exist first place asktrumponequestion,0
834,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged,damn offense mix bag unpredictable lethal weapons im worried defense coordinators 😁 chargers boltup recharged,0
835,"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",im learning college atm sylvia plath stalins purges natural disasters gloomy af,0
836,@KimPiggie @kristasaidthis oh every people can make tipo. It is terrible bullying them about that. It's trvial and very sad.😔,kimpiggie kristasaidthis oh every people make tipo terrible bullying trvial sad😔,0
837,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,someone needs tell candice shell stuck shitty pout wind changes gbbo,0
838,@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE ,easposfifa ea spos technical suppo team really suprised 😊 suprised shit,0
839,@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening,nra hillaryclinton never said anything taking away guns would bc stupid scare tactics gun salessickening,0
840,"@mattstottwrites For me not so much outrage as ‘oh, using female body to sell something, AGAIN’",mattstottwrites much outrage ‘oh using female body sell something again’,0
841,@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended,trueaggiefan oh thats brian invite offended,0
842,"@Beetrootrabbit it was, work was an awful reality on the Tuesday @verilyberrily @emmmmerla, thanks so much for coming! xx",beetrootrabbit work awful reality tuesday verilyberrily emmmmerla thanks much coming xx,0
843,Me: *sees incense burner* is this for drugs?,sees incense burner drugs,0
844,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the #fear,ahs6 every 5 minutes ive saying nope nope id gone move gtfo thank fear,0
845,@laureeenwillam can't cope wi her sour face and tiny pout 😡😡,laureeenwillam cant cope wi sour face tiny pout 😡😡,0
846,"@RogueFatale Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks...",roguefatale oh insult think look like im psycho im sane gotham freaks,0
847,"@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger",sebbyd27850 nonsensical theres injustice blacks add destroying black propey misdirected anger,0
848,That free kick from Rooney was awful,free kick rooney awful,0
849,"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",unwomen justintrudeau canadianpm trudeau endulging outrage culture preaching issues ad hominembut never quanitfying,0
850,she gone make me wanna start that new shit today 😂😭,gone make wanna sta new shit today 😂😭,0
851,"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2 #angry #fedup",bell bellsuppo cancelling home fibe internet tv afternoon soon arrange alternate internet 22 angry fedup,0
852,"@TeamShanny legit why i am so furious with him, people are such fucking idiots.",teamshanny legit furious people fucking idiots,0
853,@XemitSellsMagic add tracking but resent them,xemitsellsmagic add tracking resent,0
854,"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)",onesowngrief shame world gloom day one almostthough makes sense hed whole pa hydrapa shieldc,0
855,"@SpookyHelder ...specifically are the cause of it all, and they resent being considered the enemy.",spookyhelder specifically cause resent considered enemy,0
856,Not sure that men can handle a woman that's got her crap together.  #independent,sure men handle woman thats got crap together independent,0
857,False alarm // matoma &amp; Becky hill,false alarm matoma amp becky hill,0
858,there are magpies gathering around me help I'm going to be swooped ! #terrorism,magpies gathering around help im going swooped terrorism,0
859,day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh.,day 2 thread thing doesnt like like idk hes shy secretive ugh,0
860,Sickness bug! ,sickness bug,0
861,"@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t",bbtooms perfect example paul said right one ignorant competitors ive seen bully ct,0
862,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me #fuming,emmahobbs1 3 days later order isnt even postcode fuming,0
863,Rooney shocking attempted cross,rooney shocking attempted cross,0
864,@LeonWobYP b***er off. NCFC is a grudge match :),leonwobyp ber ncfc grudge match,0
865,Honestly depression is kicking my ass lately.. 😔,honestly depression kicking ass lately 😔,0
866,"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",scorpios withdraw quiet place hu think plan sting back,0
867,Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 ,ive always wondered long angelina put brads crap gon lie 😐,0
868,Sickness bug! #awful,sickness bug awful,0
869,@ChurdAllan fucked my coupon that goal! #raging,churdallan fucked coupon goal raging,0
870,If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up,spend even 5 minutes already irritate seriously bitch shut,0
871,I miss my dread head 😩,miss dread head 😩,0
872,I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,im honestly upset rewarded nicole 500k depressing paulwasrobbed rewardhardwork bitterjury bb18,0
873,RM will win the game at the last minutes and Madridistas will say Cules stayed this long watching RM win at the end. Disgusting fanbase,rm win game last minutes madridistas say cules stayed long watching rm win end disgusting fanbase,0
874,Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore,sometimes suppo network causing damage nn suppo damaged alone tired hu nojustice surivivor nomore,0
875,when you find out the initiative isn't even a thing 😧 ,find initiative isnt even thing 😧,0
