,Tweet,emotion,clean tweets
3554,Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs,1,police dont wanna called pigs keep actin like emhonestly thats even insult pigs
3555,@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?,1,sardesairajdeep narendramodi u seem 2 b happy abt dvlpt nything dat fails modi make u elated even cost de country
3556,"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",1,blame jose ere would give rojo another sta sunday fucking disaster waiting happen amp shocking header
3557,"Y'all bitches be so angry and bitter, that must truly suck lol",1,yall bitches angry bitter must truly suck lol
3558,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,1,fitnessfirstau something needs done people hogging machines nobody use 3 machines one time notfair whypay
3559,@kingvee_ don't provoke me to anger,1,kingvee dont provoke anger
3560,@JohnVerdejo Mannn I can't count how many times I've had the '#PR's power grid needs some serious updating' conversation...,1,johnverdejo mannn cant count many times ive prs power grid needs serious updating conversation
3561,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,1,mcdermo11 rogerc32 u gave laura much constructive criticism blocked u lazy give hope retire heather
3562,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,1,got angry telling would 40 year old guy looking girl like felt offended
3563,"if u have time 2 open a snap, u have time 2 respond",1,u time 2 open snap u time 2 respond
3564,also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,1,also awful nightmare involving sick worms involved disgusted woke
3565,That AK47 leave your spine with a frown,1,ak47 leave spine frown
3566,Candace &amp; her pout are getting right on my tits #GBBO,1,candace amp pout getting right tits gbbo
3567,I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,1,remember rooney wanted leave united fans threaten kill man bare junk wanna regretting 😂😂
3568,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,1,prw190 zionist terror nimagine kid palestinian muslimnzionists stealing innocence childhood jewish children
3569,Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 #fuming,1,joined pottermore soed hufflepuff 😡😡😡 fuming
3570,@laray_jenkins2 @SportsInsights yeah I know it unless our offense can get something going. That's a big if,1,larayjenkins2 sposinsights yeah know unless offense get something going thats big
3571,my life in one word is depressing,1,life one word depressing
3572,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,1,hudcomedy adamrowe insult slutfaceshlongnugget
3573,"Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit.",1,yes mourinho really stop speaking refs try cheering bit
3574,@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,1,generalbakshi indian seems afraid war sardesairajdeep n like india war war war cry war pakistanmustpay
3575,"Okay you've annoyed me, you haven't done a good job there at all. #furious",1,okay youve annoyed havent done good job furious
3576,@isthismike_p that nigga is horrible bro,1,isthismikep nigga horrible bro
3577,so I picked up my phone!!!' #shocking 😳,1,picked phone shocking 😳
3578,@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.,1,mutguru know guys sink 1000s game build team play solos hear make nothing solos
3579,@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag,1,britishairways lost bag stillwaiting go home in2days dmd info rung 9times day wheresmybag
3580,The most depressing part of being ill is that your taste goes 😫,1,depressing pa ill taste goes 😫
3581,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥,1,ive wanting salty fries mcdonalds since yesterday im burning fingers eating bc shits 🔥🔥🔥
3582,Jeans with fake pockets #horrible,1,jeans fake pockets horrible
3583,@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY,1,djddueces jojo 1230 midnight lets rage wryyyyyy
3584,@SherriEShepherd because #whitepeople are #afraid of large #blackmen?,1,sherrieshepherd whitepeople afraid large blackmen
3585,Don't be bitter,1,dont bitter
3586,@FlakeJay ring ring! #depression is here,1,flakejay ring ring depression
3587,@StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→,1,strongestbeing ←would furrow face would redden protests would seem seen unattractive wukongs eyes was→
3588,@carlybigelow13 first you take the room now you wanna beat me up ,1,carlybigelow13 first take room wanna beat
3589,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,1,bbcpolitics bbcnews id rather leave child borisjohnson shudder
3590,Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle,1,extremely bitter fact subway robas replaced lowrent version chipotle
3591,"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime",1,3 tmobile stores original note7 customer zero results whats going guys terrible customerservice 2hour waittime
3592,Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,1,nasty nasty chilly rain put damper afternoon cigar good thing cspanwj four congresscritters tomorrow
3593,It's always depressing to sort WordPress plugin recommendations not by 'best' but by 'least offensive in terms of premium features.',1,always depressing so wordpress plugin recommendations best least offensive terms premium features
3594,. @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices,1,kotakbankltd udaykotak official got touch issue addressed unhappy patheticservices
3595,Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,1,biggest threat 2 global stability climatechange food water security terrorism russia war trump clinton geopolitics korea vwo
3596,How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,1,blame manager watching players play abysmal team dreadful jose cant save us noone mufc
3597,@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,1,johnkerry indignant wants world knows obama nothing putin wants aleppo syria
3598,@Greener105th so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!,1,greener105th astounded respect blacks vote like human u talk towards bigotry display
3599,@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh,1,darklunefantasy wallah blood boiling need take nap ugh
3600,@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing #terrorism,1,unhumanrights undppakistan wat irony pakistan lecturing world curbing terrorism
3601,@edquinn63 how can you even forget to pick ur fave child up from school #offended,1,edquinn63 even forget pick ur fave child school offended
3602,I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous,1,serious problems expectation private philanthropy replace functional government servicesthis dangerous
3603,@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,1,hoopdawg87 micktheperm meanwhile white cops keep killing black people theres less outrage strange society
3604,@1johndes ball watching &amp; Rojo'd header was equally dreadful!!,1,1johndes ball watching amp rojod header equally dreadful
3605,Where's your outrage when a black man kills another black man in the streets?,1,wheres outrage black man kills another black man streets
3606,@SXMUrbanView @karenhunter @CousinSyl you are so wrong for this!needed levity after that recording,1,sxmurbanview karenhunter cousinsyl wrong thisneeded levity recording
3607,"With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump",1,jovial trump ass king publicly told crowd need always nigger fucktrump
3608,@ggreenwald What if the supposed animosity is all bullshit to con the Iranians?,1,ggreenwald supposed animosity bullshit con iranians
3609,I'm not sure if burning and looting really can positively impact a community,1,im sure burning looting really positively impact community
3610,@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy,1,yourkarma reaching hope contact technical issues cs severely lacking badkarma unhappy
3611,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,1,corbettbarr pjrvs brianclark true spitting venom im still bitter stripe like old man yelling porch
3612,@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days,1,lonelygoomba wouldnt bring touchy subject people get way offended days
3613,Projection is perception. See it in someone else? You also at some level have that within you.  #worry,1,projection perception see someone else also level within worry
3614,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",1,residentadvisor thanks getting back exemplary customer service loyal customer jk awful residentadvisor poorservice
3615,"So much news about Pakistan, Afghanistan, etc. We need more cheery news about Frybread Stands!!! Everyone in media just so grim.",1,much news pakistan afghanistan etc need cheery news frybread stands everyone media grim
3616,"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging",1,dapperlaughs come glasgow night working fucking gutted waiting appearance ages raging
3617,#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence #hilarity #libtard #biasedmedia #neverHillary,1,lmfao msnbc racepimp tamron hall used words fscts msnbc sentence hilarity libtard biasedmedia neverhillary
3618,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,1,amymek absurd could laugh right also didnt feel like crying future country despair wakeupcall
3619,God knows why you'd wanna go with a girl who's slept with half ya mates #grim,1,god knows youd wanna go girl whos slept half ya mates grim
3620,On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?,1,wheel grow older become aware individuals dull responsibility life
3621,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. ,1,smbryan kamper10 couldnt care less gotham havent watched since mid point season 1
3622,"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",1,kempicepoland dont think didnt rucksack laptop possession murky business note im away bed
3623,Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC,1,love ex united managers twitter form fanbase honestly despair times back fucking team eh mufc
3624,"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",1,cant stop racism overnight gun violence terrorism literally stop trump overnight like lets imwithher
3625,@JaredWyand @ilovetailgating the beak on that woman is almost as shocking as the low IQ of her followers.,1,jaredwyand ilovetailgating beak woman almost shocking low iq followers
3626,my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare,1,husband lost £800 booked apament airbnb didnt exist airbnbhelp didnt care airbnbnightmare
3627,Fuckin restless,1,fuckin restless
3628,@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire ,1,bouchetpetersen libe domalbeini daviddoucet imposuture intellectuelle préjugés intolérance personnalitéautoritaire
3629,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",1,liberal outrage king saying nword really angers white yuppie progressives go fuck shame blacks
3630,Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal,1,nick said hes territorial hell growl someone gets close hesananimal
3631,@childctweets sad people are that sick and boring 😬😬😬,1,childctweets sad people sick boring 😬😬😬
3632,"because a kitchen sink to you is not a kitchen sink to me, okay friend?",1,kitchen sink kitchen sink okay friend
3633,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea ",1,reallyjumanji 2w rock jack black kevin haare kidding wtf thisisaterribleidea
3634,Thought I left that part of life behind me\nIt's back to haunt every girl that loves me,1,thought left pa life behind menits back haunt every girl loves
3635,Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️,1,dude go way irritate me🙄🙄 thats go way give pussy🙅🏾🅿️
3636,Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD,1,oh daaaaaaamn sophiabush getitgirl girlpower anger rawr chicagopd
3637,@AliKhanSays Oh come on. RAW and ISI have been spying for decades. Spying and supporting terrorism is two different thing.,1,alikhansays oh come raw isi spying decades spying suppoing terrorism two different thing
3638,@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??,1,eehbahmum want make plummet depths despair
3639,I look #horrible today and I just saw 6 people ik in the past 10 min :-),1,look horrible today saw 6 people ik past 10 min
3640,Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,1,everyday gay panic stunning drew 1 guys attn blocked toilet stalls cracks wpaper towels total incomprehension
3641,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare,1,guardianaus guardian realistic probability clown might next president clown uspol nightmare
3642,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,1,realbd reyesaverie 47 unarmed blacks killed white cops 2015 many die every month chicago wheres outrage
3643,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful,1,really care like state flyfrontier frontiercare would seriously address sensitivity training employees awful
3644,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",1,teeth sunk vein poor woman accidentally small problem engine outside
3645,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about .",1,bilal abood iraq immigrant lives mesquite texas sentenced 48 months prison lying feds
3646,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage,1,sueblue35 nsoz7 immoalbulldog huh sprint coach slowest team comp talk robbing living outrage
3647,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary ,1,last 2 years us averaging 4 terrorist attacks month good debate topic trump hillary
3648,Having one of those #angry days. I will have to stop watching #news.,1,one angry days stop watching news
3649,@Aamnaa___ @drkarthik_n your per capita income is almost same like us. Gini Coefficient is very dismal. Ambitions are high but output Zero.,1,aamnaa drkahikn per capita income almost like us gini coefficient dismal ambitions high output zero
3650,Hell hath no fury like a sound technician scorned'\n\nThat's the quote right,1,hell hath fury like sound technician scornednnthats quote right
3651,"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps",1,bangladesh war us almost bombed us russia strategy china pakistan time ripe crush terror camps
3652,@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,1,cnn please fire lemondo let repo anymore protest horrible negative runs away issue hand
3653,@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol,1,naynaywhores im pretty sure cause ever since saturday ive super sad lol
3654,if i don't answer your 50 texts pls don't snap me,1,dont answer 50 texts pls dont snap
3655,@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women,1,taoistskeptic jackaberlin drjillstein politicususa doubt u anything afraid trump vilifying minorities amp women
3656,Just feel awkward that I'm being timid to everyone.,1,feel awkward im timid everyone
3657,whenever I hear concert postponed I think of dismal ticket sales   green day ?,1,whenever hear conce postponed think dismal ticket sales green day
3658,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day ,1,feels good get outside minute get fresh air hard stay cooped inside day
3659,@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,1,jameswickham congratulations top homeowning tip try look mogage balance often slowness depress
3660,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,1,shoutout drunk man bus pissed bottle seats grim
3661,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,1,never find exact emoji im exact moment need panic
3662,Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 #bitter,1,ive always wondered long angelina put brads crap gon lie 😐 bitter
3663,@Kim_is__bored exactly what I have been saying on fb.. #bitter,1,kimisbored exactly saying fb bitter
3664,Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,1,hell hath fury like late twenty something dude whos concur government session keeps expiring submit form
3665,@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice,1,dpduk asked parcel delivered pick store address poorcustomerservice
3666,@1NatalieMaines Can you imagine being the person who has to spray tan him? ,1,1nataliemaines imagine person spray tan
3667,@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim,1,alour jkramon1313 force neighbours pay people nerve outrage victim
3668,I love when people say they aren't racist right before they say some racist shit... Not how that works... ,1,love people say arent racist right say racist shit works
3669,People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day,1,people stealing things work quite damper day going wear pajamas day
3670,He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂,1,hes intimidated work ethic think knows want spot 🤔😉😂😂
3671,@ArcticFantasy I would have almost took offense to this if I actually snapped you,1,arcticfantasy would almost took offense actually snapped
3672,Tweeting from the sporadic wifi on the tube ,1,tweeting sporadic wifi tube
3673,Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,1,spurs radio commentator referred mauricio pochettino mopo felt sudden surge rage
3674,I can't even right now #bb18 #rage,1,cant even right bb18 rage
3675,I forgot #BB18 was on tonight 😳 that is how much the real world has been distracting me #horrid 🙅🏼🙈🙊,1,forgot bb18 tonight 😳 much real world distracting horrid 🙅🏼🙈🙊
3676,How had Matty Dawson not scored there!!!!! #terrible,1,matty dawson scored terrible
3677,ICQ is just making me mad!!!😤 #icq ,1,icq making mad😤 icq
3678,I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up...,1,hate people say need talk need talk anxiety immediately goes
3679,#WTF @NYSCHereToHelp @NYSC allows #gym  #atmosphere! #jumpship #nasty #atmosphere #unprofessional,1,wtf nyscheretohelp nysc allows gym atmosphere jumpship nasty atmosphere unprofessional
3680,You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic,1,dont know expect brendons video lmao la devotee video got shook panic
3681,my mom cut my phone off and I'm so furious 🤗,1,mom cut phone im furious 🤗
3682,Some vile piece of scum rejoicing in the fact that you have dead children is inhuman and to say it to me is worse still. I hope karma knocks,1,vile piece scum rejoicing fact dead children inhuman say worse still hope karma knocks
3683,Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.,1,checkedin flight toronto took seat 3d infuriate perpetualgeek
3684,Forever raging 😏😂😭,1,forever raging 😏😂😭
3685,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",1,2016 757 airplane wifiridiculousamericanairlines americanairlinessucks aateam horrible
3686,If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,1,monday face would punch monday horrible face punch fight joke like firstworldproblems need coffee asap follow
3687,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,1,dont chase famenif youre goingnto resent itnwhen stasnchasing younwrdsmth
3688,I hate those sugar cookies shit is awful,1,hate sugar cookies shit awful
3689,I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,1,sit home damn much everything staing irritate need get house
3690,"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄",1,voguemagazine learn freepeople viral insult ballet stop trying wrongfully stick models pointe shoes 🙄
3691,Like hello? I am your first born you must always laugh at my jokes. #offended,1,like hello first born must always laugh jokes offended
3692,@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack,1,ddnewshindi unga talks carried pakistan mouth stinks uriattack
3693,Time wounds all heels.\n\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016,1,time wounds heelsnndrunkjesus  lol wisdom quote comedy self revenge grudge hate time funny politics trump potus2016
3694,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,1,jessespector nasboat old rich white religious guy suppos republicans shocking
3695,@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,1,enca directing anger thieves governmentcorruption feesmustfall
3696,"The abysmal ignorance, frivolity and levity of the Italian priests stupefied him.' - Roland Bainton on Luther, #ReformationDay",1,abysmal ignorance frivolity levity italian priests stupefied roland bainton luther reformationday
3697,#Taurus will react angrily when she can't take being provoked any longer.,1,taurus react angrily cant take provoked longer
3698,I don't care what shape the blues are in. \nWe owe them a fucking hiding. \nLong overdue on that front.,1,dont care shape blues nwe owe fucking hiding nlong overdue front
3699,Since the 'update' my @iPhone loses power nearly 40% faster.  #furious,1,since update iphone loses power nearly 40 faster furious
3700,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,1,bang gordon brown accused abusing gazillion rabid parrots
3701,"Im not a #nervouswreck, Im a  #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",1,im nervouswreck im pileup goingcrazy helpme insane antisocial
3702,@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.,1,touchph solution punish criminals thats way discourage crime circle continue
3703,@Dominos_UK worst thing is i have confimation from them ,1,dominosuk worst thing confimation
3704,@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.,1,ulsterwillfight vanguardbears looks like rabid pack inbreds
3705,the teams that face Barca and Bayern after a defeat are the ones who face the wrath,1,teams face barca bayern defeat ones face wrath
3706,"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",1,3 weeks course kitchen sink thrown still pulling knives forks ears
3707,"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and ",1,sami749263491 yeah whatever whahibbi muslims sect know islam synonymous rape
3708,"I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.",1,poured boiling water foot cup tea less enjoyable worse football career foiled
3709,@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim,1,alour jkramon1313 force neighbours pay people nerve victim
3710,Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG,1,undifferentiated otherwise patent closest patron braininess ideas incense offensive lineman whyanewg
3711,@DonnyMurray I'm just no offended by stuff.We're gettin a situ where folk moan about the Polis/SNP but then happy to snitch when offended...,1,donnymurray im offended stuffwere gettin situ folk moan polissnp happy snitch offended
3712,Trump supports reach another level of irritation within me,1,trump suppos reach another level irritation within
3713,Skipping meals is the national way of showing #disappointment and . #wiz,1,skipping meals national way showing disappointment wiz
3714,My blood is boiling,1,blood boiling
3715,@lilymooregrant u used to chirp me for drinking it u hoe,1,lilymooregrant u used chirp drinking u hoe
3716,sorry Main twitter im in depress,1,sorry main twitter im depress
3717,@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.,1,mikegrunwald anything better trump ramble awful truly truly awful
3718,"@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday",1,lucidburrito doesnt anyone else literally pulled office cause someone complained spit sink yesterday
3719,@BigBossPeltonen \nLikewise #death #cutting ,1,bigbosspeltonen nlikewise death cutting
3720,Shanghais chief distracting levity pampa - proper dingle carry away: uUDQujcia,1,shanghais chief distracting levity pampa proper dingle carry away uudqujcia
3721,Why is it always me picking up the pieces :/ ,1,always picking pieces
3722,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ,1,mchorsefayse bockaguyjim generalgoodsman nevernotdavid owned losers twitter
3723,Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi,1,take public opinion revenge pakistan govt unable decide aajtak timesnow narendramodi
3724,@Supergold2002 Terence- got a lot of anger issues from my family and school.,1,supergold2002 terence got lot anger issues family school
3725,"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",1,fuck live lives admiring everybody ever something win afraid even try
3726,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media ,1,going local news immediately designatedsurvivor turns smooth transition chaos raging fire media
3727,my wasp sting is so itchy,1,wasp sting itchy
3728,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,1,getting hand im freaked deathand im god mommagrendel intimidation
3729,@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat,1,jonnyp43 medicnow like going called cardiac arrest turned cut finger fuming medchat
3730,@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom ,1,f1abraham holy shitwhat hell happened lips fix shit mtv teenmom
3731,when you find out the initiative isn't even a thing 😧 #revenge,1,find initiative isnt even thing 😧 revenge
3732,I dread this drive every Wednesday 😩,1,dread drive every wednesday 😩
3733,@camilluddington the fact that YOURE nervous makes me want to crawl in a hole,1,camilluddington fact youre nervous makes want crawl hole
3734,Circle K is dead to me. I hate your new slushie machine.  #livid,1,circle k dead hate new slushie machine livid
3735,Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide ,1,producers soverybritish ever outside country universal problems worldwide
3736,@patthemanager how could I work with @chancetherapper . ? #serious,1,patthemanager could work chancetherapper serious
3737,@bassekraah. @sunilddesai @jyoti1013 @Archnahr . A2: #irritation and isolation #lifenabler,1,bassekraah sunilddesai jyoti1013 archnahr a2 irritation isolation lifenabler
3738,@alooftroye so what you mean to tell me is that.... glee is...... getting less........... gleeful?,1,alooftroye mean tell glee getting less gleeful
3739,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry,1,yay bmth canceled melbourne show fanfuckingtastic lost days pay hotel fees happy atm sad angry
3740,@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #terrible #Election2016,1,senatorreid hillaryclinton daneggenwpost realdonaldtrump even painting orange terrible election2016
3741,Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,1,honestly dont know im unhappy time want stop unhappy depression itnevergoes
3742,Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,1,houston might lose coach tomorrow midnight yikes offense
3743,I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer,1,freaking hate working word phone rage write writing writerslife writerproblems writer
3744,When my life became such a concern to irrelevant ass people I'll never know,1,life became concern irrelevant ass people ill never know
3745,"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? #shocking",1,tesco oh cant visa electron accepted line 55 15 shocking
3746,@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe #bully,1,vkon1 windycoys accounts poor first half staed showboating game safe bully
3747,Just #terrible from the cats there. Wow. #AFLCatsSwans,1,terrible cats wow aflcatsswans
3748,Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,1,wishing rich didnt get morning poor sleepy restless sad needsmoresleep
3749,"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —",1,rowillfindyou eric couldnt help laugh though made wince pain hu lot wanted sit somewhere —
3750,Huns are like a box of coffee revels #horrible,1,huns like box coffee revels horrible
3751,"Good job #Texas for saying no to #Obama for #refugees who could be #terrorists! #Wakeup, #America! #Stop #terrorism. #pray @foxandfriends",1,good job texas saying obama refugees could terrorists wakeup america stop terrorism pray foxandfriends
3752,dammit @TMobile whays going on!!! 😤😤😤😤 lol  #smh #mobilefails,1,dammit tmobile whays going 😤😤😤😤 lol smh mobilefails
3753,"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",1,know mourn loss stitchs great escape butsee kind costcutting parks really dont care
3754,mirana told me to shut up when i was singing along to glee...,1,mirana told shut singing along glee
3755,@RMCunliffe I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?,1,rmcunliffe dont read aicles people rage horrible cybernats got
